event_type,event_stage,p,target_rel,channels,subject,summary,assessment,image,icon,tags,sound_id,implementation notes
tutorial_mission,salvage_core_start,,,player_intel_always,Récupérer un noyau IA depuis une épave,"L'analyse des données du point de saut nécessite un Noyau IA.

Une sonde de reconnaissance de l'ère du Domaine se trouve au-delà de l'orbite de Pontus. Sa récupération devrait fournir un noyau IA gamma, suffisant pour mener à bien cette tâche.","Rejoignez Pontus, progressez vers la ceinture d'astéroïdes, puis utilisez une Salve de Capteurs pour localiser la sonde.

Approchez-vous et récupérez-la, ou pulvérisez-la et fouille le champ de débris résultant.

Vous devrez probablement d'abord neutraliser quelques systèmes de défense automatisés.",,,"no_system_prefix, important",,
tutorial_mission,salvage_core_end,,,player_intel_always,Retourner à Ancyra avec le noyau IA,Retournez à Ancyra et contactez $mainContactPost $mainContactLastName pour lui remettre le noyau IA.,,,,"no_system_prefix, important",,
tutorial_mission,ship_recovery_start,,,player_intel_always,Récupérer des vaisseaux en épave autour de Tetra,"Rendez-vous au cimetière de vaisseaux en orbite autour de Tetra et récupérez le plus grand nombre possible d'unités.

Prévoyez des équipages supplémentaires pour armer les vaisseaux récupérés, ainsi que des provisions pour leur restituer leur capacité de combat.",,,,"no_system_prefix, important",,
tutorial_mission,ship_recovery_end,,,player_intel_always,Retourner à Ancyra et équiper les vaisseaux récupérés,Retournez auprès de $mainContactPost $mainContactLastName à Ancyra pour obtenir de l'aide dans l'armement des vaisseaux récupérés.,,,,"no_system_prefix, important",,
tutorial_mission,stabilize_jump_point,,,player_intel_always,Stabiliser le point de saut interne au système,"Utilisez la séquence hypersonique générée par le noyau IA pour stabiliser le point de saut interne au système.

Vous devrez d'abord neutraliser les pirates qui le gardent.",,,,"no_system_prefix, important",,
tutorial_mission,stabilize_jump_point_done,,,player_intel_always,Retourner à Ancyra et faire votre rapport,"La connexion de Galatia avec l'hyperespace a été rétablie, et les flottes commerciales peuvent à nouveau entrer dans le système et en sortir.

La direction de Derinkuyu sera sans doute bientôt renversée par les mineurs de base, impatients de se remettre dans le droit chemin.",,,,"no_system_prefix, important",,
tutorial_mission,deliver_message,,,player_intel_always,Remettre le rapport à Jangala dans le système Corvus,"$MainContactRank $mainContactLastName vous a chargé de remettre un rapport détaillant les événements récents à $jangalaContactPost $jangalaContactLastName sur Jangala.

Assurez-vous d'emporter suffisamment de carburant pour effectuer le trajet.",,,,"no_system_prefix, important",,
tutorial_mission,end,,,player_intel_always,Rapport livré,Vous avez livré le rapport et votre réputation auprès de l'Hégémonie a considérablement augmenté.,,,,"no_system_prefix, important",,
,,,,,,,,,,,,
# faction commission,,,,,,,,,,,,
faction_commission,posting,,,posting,"Requise pour la plupart des achats sur les marchés militaires, cette commission verse également une petite prime pour chaque ennemi de la faction éliminé — ladite faction deviendra hostile envers son titulaire.","La prime débute à $baseBounty crédits pour une frégate ennemie et augmente pour les vaisseaux de plus grande taille.

Elle sera annulée si la réputation du titulaire auprès de $theFaction descend en dessous de neutre.",,,,important,,
faction_commission,accept,,,secure_comm,Commission $Faction acceptée,"Requise pour la plupart des achats sur les marchés militaires, cette commission verse également une petite prime pour chaque ennemi de la faction éliminé — ladite faction deviendra hostile envers son titulaire.","La prime débute à $baseBounty crédits pour une frégate ennemie et augmente pour les vaisseaux de plus grande taille.

Elle sera annulée si la réputation du titulaire auprès de $theFaction descend en dessous de neutre.
",,,important,,
faction_commission,become_hostile,,,secure_comm,$otherFaction est désormais hostile,"Suite à votre acceptation d'une commission auprès de $theFaction, $theOtherFactionLong vous est maintenant hostile.",,,,"important, nomap",,
faction_commission,bounty_payment,,,secure_comm,Paiement de $theFaction : $bountyCredits crédits,"Le message contient une pièce jointe chiffrée incluant un virement de $bountyCredits crédits en récompense de vos actions contre les ennemis de $theFaction.

Il fait référence aux données du journal de bord de votre récent engagement contre $enemyDesc.",$bountyCredits crédits reçus.,,graphics/icons/intel/gain_credits.png,nomap,,
faction_commission,annul,,,secure_comm,Commission auprès de $theFaction annulée,Le message est un communiqué officiel de $theFaction qui annule votre commission en raison d'une réputation insuffisante.,Vous pourrez accepter une nouvelle commission une fois votre réputation améliorée.,,,"important, nomap",,
faction_commission,rep_drop_hostile,,,secure_comm,Avis de $Faction concernant les hostilités avec $theOtherFaction,"Le message est un communiqué officiel de $theFaction, remettant en question vos prétendues hostilités envers $theOtherFaction, et vous rappelant, en termes sans équivoque, que $theOtherFaction $otherFactionIsOrAre n'est pas un ennemi de $theFaction.",Vos actions risquent de provoquer des hostilités ouvertes entre $theFaction et $theOtherFaction.,,,nomap,,
,,,,,,,,,,,,
# faction hostility,,,,,,,,,,,,
faction_hostility,warning,,,secure_comm,Hostilités imminentes entre $theOneFaction et $theTwoFaction,Vous recevez un avertissement de $theCommissionFaction : l'état de guerre froide avec $theOtherFaction est sur le point de dégénérer en conflit ouvert d'ici quelques semaines au plus.,"$TheOtherFaction vous deviendra hostile, en tant que titulaire d'une commission $commissionFaction.

Votre réputation auprès de $theOtherFaction sera en grande partie rétablie à l'issue des hostilités.",,graphics/icons/intel/faction_conflict.png,important,,
faction_hostility,start,,,news,Hostilités ouvertes entre $theOneFaction et $theTwoFaction,"L'état de guerre froide entre $theOneFaction et $theTwoFaction a cédé la place à un conflit ouvert.

Toutefois, aucune action de flotte majeure ni attaque sur des centres de population n'est attendue, et la plupart des experts estiment qu'un accord de paix sera conclu d'ici un cycle.",,,graphics/icons/intel/faction_conflict.png,important,,
faction_hostility,end,,,news,Armistice entre $theOneFaction et $theTwoFaction,Un accord a été conclu par voies officieuses : les hostilités entre $theOneFaction et $theTwoFaction ont cessé et le commerce normal a repris.,Les hostilités ouvertes sont terminées.,,graphics/icons/intel/faction_peace.png,important,,
,,,,,,,,,,,,
# civil disorder,,,,,,,,,,,,
civil_disorder,possible1,,,player_intel,Troubles civils possibles $onOrAt $market,Des indicateurs laissent présager que des troubles civils sont susceptibles d'éclater $onOrAt $market dans les prochaines semaines.,Baisse de la production $onOrAt $market.,,,,,
civil_disorder,possible2,,,news,Troubles civils possibles $onOrAt $market,Un intellectuel de renom $onOrAt $market a publié une déclaration critique envers $rulingfaction et a été arrêté peu après. Les autorités de $rulingfaction n'ont fait aucun commentaire.,Signes croissants de troubles civils $onOrAt $market.,,,,,
civil_disorder,possible3,,,news,Troubles civils possibles $onOrAt $market,"Une manifestation s'est tenue devant le siège de l'administration locale de $rulingFaction $onOrAt $market. Les forces de l'ordre ont dispersé la foule, faisant plusieurs morts.",Signes croissants de troubles civils $onOrAt $market.,,,,,various factions may comment on this event
civil_disorder,possible3,,HOSTILE,"tritachyon_public,
hegemony_public",Troubles civils possibles $onOrAt $market,$faction a publié un communiqué condamnant la répression jugée disproportionnée de $rulingFaction contre les manifestants $onOrAt $market.,Signes croissants de troubles civils $onOrAt $market.,,,,,possible reaction to the above event
civil_disorder,possible3,,FRIENDLY,"tritachyon_public,
hegemony_public",Troubles civils possibles $onOrAt $market,$faction a publié un communiqué condamnant les manifestations en cours $onOrAt $market et appelant leurs meneurs à se rendre aux autorités de $rulingFaction.,Signes croissants de troubles civils $onOrAt $market.,,,,,possible reaction to the above event
civil_disorder,possible4,,,news,Troubles civils possibles $onOrAt $market,Les autorités locales de $rulingfaction $onOrAt $market ont annoncé l'arrestation de plusieurs agitateurs antigouvernementaux de premier plan.,Signes croissants de troubles civils $onOrAt $market.,,,,,
civil_disorder,likely,,,player_intel,Troubles civils probables $onOrAt $market,Des indicateurs laissent présager que des troubles civils sont quasi certains d'éclater $onOrAt $market dans les prochaines semaines.,Baisse de la production $onOrAt $market.,,,,,
civil_disorder,start1,,,news,Troubles civils $onOrAt $market,Une grève générale a éclaté $onOrAt $market. Les autorités de $rulingfaction ont publié un communiqué condamnant les actions d'une poignée de meneurs antigouvernementaux.,Baisse de la production $onOrAt $market.,,,,,
civil_disorder,start2,,,news,Troubles civils $onOrAt $market,"Une série d'attentats à l'explosif visant des installations de $rulingparty $onOrAt $market a eu lieu. Un communiqué officiel a été publié, promettant que les responsables seraient traduits en justice.",Baisse de la production $onOrAt $market.,,,,,
civil_disorder,start3,,,news,Troubles civils $onOrAt $market,Des actes de sabotage ont paralysé les principaux centres de production $onOrAt $market.,Baisse de la production $onOrAt $market.,,,,,
civil_disorder,ending1,,,news,,La loi martiale a été déclarée $onOrAt $market pour réprimer les troubles civils.,La production devrait rapidement revenir à la normale.,,,,,
civil_disorder,ending2,,,news,,Des responsables $rulingfaction $onOrAt $market ont annoncé des raids sur plusieurs planques de l'opposition. Les échanges de tirs qui ont suivi ont causé de nombreuses victimes.,La production devrait rapidement revenir à la normale.,,,,,
civil_disorder,ending3,,,news,,Des marines ont été déployés dans les principales zones de population $onOrAt $market pour mater les troubles civils.,La production devrait rapidement revenir à la normale.,,,,,
civil_disorder,ending4,,,news,,Des négociations ont été ouvertes entre $rulingFaction et les dirigeants de l'opposition $onOrAt $market.,La production devrait rapidement revenir à la normale.,,,,,
civil_disorder,end1,,,news,,"La loi martiale a été levée, le calme étant revenu sur $market.",La production est revenue à la normale.,,,,,
civil_disorder,end2,,,news,,"Les marines ont été retirés des principales zones de population, le calme étant revenu sur $market.",La production est revenue à la normale.,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
sindria_terrorists,likely,,,sindrian_diktat_internal,Attaques terroristes probables sur Sindria,Des renseignements indiquent que des terroristes se sont procuré un stock d'armes illégales et ont l'intention de les utiliser contre des cibles gouvernementales.,Probable baisse de la production sur Sindria.,,,,,precursor to terrorist attacks
sindria_terrorists,start1,,,news,Attaques terroristes sur Sindria,"Un monument public commémorant les victoires militaires du Lion a été détruit lors d'un attentat à la bombe perpétré en pleine nuit, immédiatement condamné par les autorités du Diktat. Un couvre-feu temporaire a été instauré dans les principales ruches urbaines et les patrouilles de sécurité ont été renforcées.",Baisse de la production sur Sindria.,,,,,start option 1
sindria_terrorists,start2,,,news,Attaques terroristes sur Sindria,Plusieurs engins explosifs ont été découverts et désamorcés dans des centres industriels stratégiques de Sindria. Les installations à travers toute la planète ont été fermées et fouillées. Un responsable du Diktat a annoncé la constitution d'une force opérationnelle spéciale chargée de retrouver les auteurs.,Baisse de la production sur Sindria.,,,,,start option 2
sindria_terrorists,start3,,,news,Attaques terroristes sur Sindria,"Une série d'attentats visant des bureaux de l'administration du Diktat a été perpétrée sur Sindria. Dans un communiqué, les autorités du Diktat ont promis que les terroristes seraient traduits en justice sans délai.",Baisse de la production sur Sindria.,,,,,start option 3
sindria_terrorists,continued1,,,news,Attentats terroristes sur Sindria,Plusieurs explosions ont secoué les niveaux supérieurs des grandes cités-ruches ; des chefs terroristes ont diffusé un message holovidéo annonçant que les attentats se poursuivront tant que certains prisonniers politiques détenus sur Cruor ne seront pas libérés par les autorités du Diktat. ,Production réduite sur Sindria.,,,,,"may proceed through zero or more of the ""continued"" event stages before reaching one of the concluding stages."
sindria_terrorists,continued2,,,news,Attentats terroristes sur Sindria,"Des terroristes armés ont pris d'assaut un centre de recrutement naval du Diktat aujourd'hui. Tous ont été tués lors d'un échange de tirs de plusieurs heures, faisant de nombreuses victimes civiles. Les officiels du Diktat ont condamné cet acte lâche.",Production réduite sur Sindria.,,,,,""""
sindria_terrorists,concluding1,,,news,Fin des attentats terroristes sur Sindria,"Une planque terroriste a été prise d'assaut par les forces de sécurité, mais trouvée abandonnée. Les responsables du renseignement du Diktat affirment avoir mis la main sur des preuves permettant de retrouver la trace des terroristes.",La production sur Sindria retrouvera bientôt son niveau normal.,,,,,
sindria_terrorists,concluding2,,,news,Fin des attentats terroristes sur Sindria,Un complice terroriste a été capturé et interrogé par le renseignement du Diktat. Les officiels déclarent que la traque des chefs terroristes touche à sa fin.,La production sur Sindria retrouvera bientôt son niveau normal.,,,,,
sindria_terrorists,end1,,,news,Les attentats terroristes sur Sindria ont cessé.,"Plusieurs planques terroristes ont été perquisitionnées par les forces de sécurité du Diktat lors d'une opération surprise en début de matinée. Des munitions mal stockées ont explosé, selon les officiels, ne laissant aucun survivant.",La production reprend son niveau normal sur Sindria.,,,,,
sindria_terrorists,end2,,,news,Les attentats terroristes sur Sindria ont cessé.,"Les forces de sécurité du Diktat ont capturé des chefs terroristes qui tentaient de fuir Sindria. Les officiels ont annoncé qu'après leur interrogatoire par le renseignement du Diktat, un procès expéditif et une exécution publique auront lieu.",La production reprend son niveau normal sur Sindria.,,,,,"Like a Cardassian novel, everyone arrested in Sindria is guilty - the only question remains: of what?"
