name,id,tags,planetary,decivRemove,script,desc,icon,order
Volatils Diffus,volatiles_diffuse,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,"Des volatils diffus peuvent être trouvés ici, et pourraient suffire à une extraction industrielle.",graphics/icons/markets/volatiles_diffuse.png,40
Volatils Abondants,volatiles_abundant,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,Des volatils abondants peuvent être extraits de manière rentable de $market.,graphics/icons/markets/volatiles_abundant.png,40
Volatils en Abondance,volatiles_plentiful,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,"$Market est une source de volatils de la taille d'un monde — riche, profonde et puissante.",graphics/icons/markets/volatiles_plentiful.png,40
,,,,,,,,
,,,,,,,,
Biomasse à l'État de Traces,organics_trace,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,"$Market est quasi dépourvue de réserves de biomasse, bien qu'une certaine extraction reste possible.",graphics/icons/markets/organics_trace.png,38
Biomasse Commune,organics_common,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,Des réserves de biomasse économiquement exploitables se trouvent sur $market.,graphics/icons/markets/organics_common.png,38
Biomasse Abondante,organics_abundant,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,Un fleuve de richesse coule sous la surface de $market — pour ceux qui sauront le trouver et l'exploiter.,graphics/icons/markets/organics_abundant.png,38
Biomasse en Abondance,organics_plentiful,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,"Des réservoirs de biomasse précieuse jaillissent à la surface de $market en giclées au-dessus de mares profondes et sombres qui promettent des océans de richesse juste en dessous.",graphics/icons/markets/organics_plentiful.png,38
,,,,,,,,
,,,,,,,,
Terres Arables Pauvres,farmland_poor,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,La flore terrestre ne pousse ici que de manière rabougrie et languissante. Il faudrait des fermiers dont le talent égale le désespoir pour faire fructifier ces terres.,graphics/icons/markets/farmland_poor.png,70
Terres Arables Adéquates,farmland_adequate,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,Une biosphère robuste compatible avec la vie terrestre permet la culture agricole sur $market.,graphics/icons/markets/farmland_adequate.png,70
Terres Arables Riches,farmland_rich,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,Les champs de $market promettent une riche récolte pour récompenser les fermiers qui travaillent ces terres fertiles.,graphics/icons/markets/farmland_rich.png,70
Terres Arables Généreuses,farmland_bountiful,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,"$Market est un véritable Éden ; florissante, exubérante, luxuriante et lumineuse de vie végétale. Les branches ploient sous le poids des fruits ; des champs de grain doré ondulent dans la brise herbacée.",graphics/icons/markets/farmland_bountiful.png,70
,,,,,,,,
Réseau Solaire Orbital,solar_array,"show_in_planet_list, planet_search",TRUE,,com.fs.starfarer.api.impl.campaign.econ.SolarArray,"Cette planète dispose d'un réseau de pare-soleil ou de miroirs en orbite, judicieusement positionnés pour rapprocher ses conditions de surface des normes terrestres.",graphics/icons/markets/solar_shade.png,101
