id,type,text1,text2,text3,text4,text5,notes
mule,SHIP,"Le Mule est un cargo robuste et fiable capable de combattre, qui a bâti sa réputation sur les frontières peu patrouillées du Domain. Après l'Effondrement, l'attrait de la classe Mule n'a fait que croître en raison des cycles de chaos ravageant le Secteur Persean, élevant le besoin d'un blindage solide et d'armes puissantes chez des marchands, récupérateurs et prospecteurs par ailleurs économes.

La conception originale désignait officiellement son affût de tourelle moyen comme un « point d'attache utilitaire minier orientable », et même les opérateurs du Domain d'autrefois savaient lire entre les lignes : sans escorte, le Mule frappe assez fort pour faire réfléchir les pirates à deux fois avant d'attaquer. Bien sûr, cela signifie aussi que le Mule est devenu le véhicule idéal pour un équipage civil en difficulté ou simplement opportuniste souhaitant se tourner lui-même vers la piraterie.",,,,,
buffalo2,SHIP,"Une classe dérivée, basée sur le cargo Buffalo. Les modifications incluent l'ajout de générateurs d'énergie de grade militaire, d'un blindage renforcé et de propulseurs de manœuvre, ainsi que le retrait de l'émetteur de bouclier Mk. I et de la majorité des soutes à cargo.

Le Secteur est violent et imprévisible, et les conflits éclatent souvent pour les moindres ressources ou la moindre offense perçue. Dans de telles situations, les vaisseaux de grade militaire ne sont parfois pas disponibles assez rapidement. Ainsi, des ingénieurs inventifs se tournent vers les modifications de coque afin de pouvoir répondre à la demande en matériel de guerre.

La coque de base de ce destroyer est un cargo standard de classe Buffalo, cependant en raison de l'ampleur de la conversion, le Buffalo Mk. II est considéré comme une classe distincte. Le résultat est un vaisseau de combat capable de tenir sa position et de riposter durement, surtout s'il est correctement protégé des frappes et des coques plus lourdes. La configuration d'armes peu orthodoxe conduit souvent à des formations de flotte uniques, et les modifications de coque signifient souvent qu'aucun Buffalo Mk. II n'est tout à fait identique à un autre.

Les tactiques employées par un capitaine de Buffalo Mk. II varient autant que la configuration de sa coque, mais impliquent rarement de tenir tête à quoi que ce soit de plus lourd qu'une frégate en raison de l'absence de générateur de bouclier et d'emplacements d'armes à énergie. Les plans de combat impliquent généralement un stratagème à usage unique qui ne fonctionne jamais deux fois sur le même ennemi, ce qui convient parfaitement à l'équipage du Buffalo Mk. II.",,,,,
valkyrie,SHIP,"Le Valkyrie est un transport de troupes standard de taille destroyer avec assez de place pour transporter deux compagnies de marines. Tactiquement, il est faible pour sa taille, ne pouvant se défendre qu'à courte portée contre les missiles et les chasseurs.

En tant que vaisseau d'assaut atmosphérique avec des affûts d'armes de soutien au sol conçus pour opérer pendant la rentrée et une fois posé, le Valkyrie est souvent utilisé pour déployer l'infanterie lourde en soutien de raids technologiques sur des mondes décivilisés. 

La capacité à livrer de grandes quantités de troupes directement sur des cibles au sol tout en fournissant un appui-feu a poussé les bureaucrates de la Hegemony à désigner la coque comme « restreinte » à la vente aux tiers. Naturellement, la nouvelle de la restriction parvint au grand public des cycles avant son entrée en vigueur, lançant une spéculation mal avisée sur les prix futurs de cette classe. Ainsi, la surproduction et les options limitées de la coque rendirent les paris des spéculateurs largement caducs ; le seul résultat net est que maintenant, en raison de la suroffre, il est tout aussi facile d'obtenir un vaisseau Valkyrie qu'avant que la nouvelle de l'interdiction de la Hegemony ne devienne publique.",,,,,
tarsus,SHIP,"Les vaisseaux de classe Tarsus sont bien connus comme étant peut-être les cargos les plus polyvalents et les plus durables du Secteur. 

Le secret de leur fiabilité est qu'ils furent conçus par les ingénieurs du Domain comme des vaisseaux de service en zone dangereuse, vraisemblablement pour approvisionner les frontières et ces flottes de première ligne envoyées pour réprimer les grondements incessants d'insurrection aux confins du Domain.

Presque inégalés parmi les vaisseaux civils en termes de densité structurelle de cloisons et d'indice de blindage, les cargos de classe Tarsus se voient confier des chargements importants et voyagent généralement en convois, un renfort supplémentaire à la sécurité qu'ils offrent à leur équipage et à leur cargaison.

Des affûts d'armes minimaux permettent au vaisseau de monter un armement PD nominal. Rarement, les vaisseaux de classe Tarsus sont équipés de modifications de coque ou de blindage orientées combat, ce qui les rend plus difficiles à entretenir.",,,,,
gemini,SHIP,"Un cargo courant, trouvé en convois ou seul, utilisé pour transporter toutes sortes de marchandises à travers le Secteur. Il dispose d'une baie de chasseurs unique pour renforcer ses défenses.

La conception du cargo de classe Gemini est hautement modulaire, permettant au vaisseau de servir dans une variété de rôles au combat et en dehors. Le conteneur de fret entier est conçu autour d'un mécanisme de largage rapide qui permet à la coque principale du vaisseau de rapidement accoster, détacher sa section de fret pleine et l'échanger contre un autre conteneur de type Gemini en l'espace de minutes. De plus, de multiples affûts d'armes moyens font du Gemini une plateforme viable de soutien de feu à longue portée. Le pont d'envol est minuscule, initialement envisagé pour la réparation de drones miniers ou les opérations minières dangereuses. L'utilisation moderne dans le Secteur étend les installations du pont d'envol à tous les types de chasseurs.

Bien qu'impressionnant sur un plan, le manque de conteneurs vides compatibles de type Gemini dans le Secteur rend l'utilité réelle du mécanisme de largage rapide négligeable. La modularité, un grand avantage par le passé, est aussi plus sujette à l'usure et donc plus coûteuse à entretenir — la plupart des exemples fonctionnels des mécanismes ont été soudés en position fixe. Néanmoins, un profil global décent, le pont d'envol, un cœur énergétique flexible et de bons boucliers font du Gemini un bon choix pour le transport de fret, si le coût peut être supporté.",,,,,
shuttlepod,SHIP,"Une minuscule navette de transfert de personnel agile, tout juste suffisante pour transporter les officiers supérieurs de passerelle de n'importe quel vaisseau du Secteur.",,,,,
buffalo,SHIP,"Le choix de prédilection pour le transport de fret moyen dans le Secteur, le cargo de classe Buffalo illustre le principe « Charge et Prie » prévalant dans le transport du Secteur.

Ne disposant que d'un seul petit emplacement d'arme, la coque du vaisseau n'est guère plus qu'un gros moteur avec une minuscule section de quartiers d'équipage et des grappins de fret. Un capitaine emmenant ce vaisseau sans convoi fait rarement la même erreur deux fois. Incapable de quoi que ce soit ressemblant à une manœuvre de combat, les propulseurs latéraux des vaisseaux de classe Buffalo sont conçus simplement pour lui permettre de s'amarrer quand (et si) il atteint sa destination.

Les moteurs du vaisseau sont le plus grand contributeur au coût de la coque, qui, bien que faible, reste dans les normes pour un cargo moyen. Le principal facteur de son omniprésence est le fait que le plan de ce vaisseau est généralement codé en dur dans la base de données de plans de chaque chantier naval orbital.",,,,,
enforcer,SHIP,"Les vaisseaux de classe Enforcer servent couramment dans des rôles de défense système ou de convoi. La conception présente un bon blindage et de multiples points d'emport balistiques, tandis que les performances du bouclier sont quelque peu décevantes. 

Les plans du vaisseau prévoient de nombreux composants similaires à ceux des cuirassés de classe Onslaught, suggérant que les conceptions furent créées durant une période similaire d'expansion militaire du Domain. La classe Enforcer présente des choix de conception de systèmes d'armes tout aussi pragmatiques, des cloisons robustes, et est bien considérée par ses équipages.

Difficile à battre dans un combat de destroyer contre destroyer, l'Enforcer participe rarement à de plus grandes batailles en raison de l'opinion commune que sa faible vitesse en fait un handicap. Néanmoins, les doctrines d'ordre de bataille de la Hegemony imposent un escadron d'Enforcers attaché en écran pour les cuirassés de classe Onslaught. La facilité logistique avec laquelle les composants partagés peuvent être utilisés par les deux types de vaisseaux est exactement le genre de détail qui enthousiasme les bureaucrates logistiques de la Hegemony.",,,,,
condor,SHIP,"Le Condor est fortement employé dans le Secteur car ce cargo converti en astroporteur est, pour de nombreuses entités politiques indépendantes, le moyen le plus simple de se procurer une capacité de chasseurs pour leur organisation. Même avec un espace de pont d'envol limité, le Condor fait le travail, s'appuyant sur son blindage résistant, son excellente solidité de cloisons et un armement respectable (pour un astroporteur léger).

Cette conception d'astroporteurs léger est dérivée de cargos de classe Tarsus modifiés par des récupérateurs et pirates désespérés. Le processus de conversion était autrefois une affaire complexe nécessitant des installations de dock spatial, mais de nos jours toute forge capable de traiter une spécification de Tarsus standard acceptera, avec l'ajout d'une puce de modification personnalisée, de produire quelque chose de tout aussi bien.

Certains dans le Secteur affirment que même le Domain, avec tout son savoir-faire technologique, s'appuyait sur des conversions similaires pour utiliser plus efficacement une flotte marchande en temps d'hostilités accrues sur la volumineuse frontière galactique. D'autres soulignent qu'il est difficile de savoir à quel point cette approche était répandue — il pourrait y avoir eu des flottes de Condors parcourant l'espace du Domain, mais les preuves concrètes sont rares dans un sens comme dans l'autre. Ces données furent toutes perdues dans l'Effondrement.",,,,,
sunder,SHIP,"Un destroyer technologiquement avancé mais fragile de la fin de l'ère du Domain, conçu pour fournir une puissance de feu supplémentaire lors d'actions de flotte menées par la Marine du Domain, alors sursollicitée, plutôt que pour servir en patrouilles indépendantes. Il dispose de puissants émetteurs de bouclier et d'armes à énergie mais est vulnérable aux appareils de frappe et aux frégates d'assaut en manœuvre de contournement.",,,,,
hammerhead,SHIP,"Un destroyer de la ligne médiane issu de l'âge d'or du Domain, le Hammerhead est respecté pour sa capacité de résistance au combat ainsi que pour ses capacités balistiques.",,,,,
phaeton,SHIP,"Un tanker moyen avec une capacité de carburant suffisante pour soutenir une flotte plus importante. Le service de tanker est souvent considéré comme punitif dans la Hegemony — il y a peu d'opportunités de distinction, et moins de chances de survie en cas de contact direct avec l'ennemi.",,,,,
crig,SHIP,"Initialement conçu pour aider à l'assemblage de grands vaisseaux et d'installations orbitales, le portique et les manipulateurs du bâtiment de récupération sont utilisés pour aider à la récupération d'épaves dérivantes et à la collecte de matériaux utiles dans les champs de débris et d'épaves. Le bâtiment lui-même n'a aucune capacité de fret ou de carburant et nécessite un approvisionnement conséquent pour être maintenu. Augmente la récupération hors-combat, les opérations plus difficiles pouvant tirer parti de davantage de bâtiments.",,,,,
prometheus,SHIP,"Un tanker de vaste capacité utilisé pour déplacer des quantités stratégiques de carburant entre les mondes. Contrairement à ses cousins plus petits, le Prometheus dispose d'un arsenal défensif raisonnable pour protéger sa précieuse et volatile cargaison.",,,,,
monitor,SHIP,"Un vaisseau atypique, le Monitor est le résultat de la ligne de pensée selon laquelle « parfois la meilleure défense est en effet la meilleure défense ». Il dispose d'affûts de tourelles orientés pour fournir de larges arcs de tir et d'une modification unique de « shunt de flux » de ses systèmes d'alimentation, spécialement construite pour soulager le flux généré par les boucliers. En effet, le Monitor compense un manque de maniabilité et de puissance de feu par la capacité de résister à un bombardement prolongé de l'artillerie ennemie.

Bien que sa nature expérimentale soit peut-être un signe de l'innovation que les ères de troubles semblent inspirer, la question de savoir si la focalisation défensive radicale du Monitor est un avantage ou un piège reste controversée. Plusieurs échecs dramatiques lors de patrouilles de protection de convois furent expliqués par les représentants des relations publiques de Ko Combine comme étant la faute de tactiques impropres employées par les commandants de convois. Ko Combine maintient que lorsqu'il est correctement positionné dans une situation de combat et soutenu par des appareils de frappe — comme l'enclume et le marteau, respectivement — les simulations démontrent que le Monitor améliore significativement la survie des convois face à l'attaque pirate moyenne. D'éminents critiques persistent.",,,,,
cerberus,SHIP,"Le Cerberus est prisé pour offrir un équilibre rentable entre capacité de fret et assez de puissance de combat pour sa taille pour décourager la piraterie occasionnelle, avec l'heureux résultat de primes d'assurance réduites par rapport aux cargos civils standard de l'ère du Domain. Le Cerberus est désormais largement considéré comme un choix judicieux pour les marchands indépendants du Secteur. 

Par le passé, avant la chute du système de portails quand l'autorité du Domain régnait, les cargos armés comme le Cerberus ne trouvaient qu'un usage de niche aux marges des rares zones de guerre ou dans les arrière-pays particulièrement peu civilisés de la galaxie où les patrouilles de l'Armada du Domain étaient étalées au maximum. L'entraînement au combat de l'équipage, la maintenance des armes et la perte de ratio masse/poussée causée par un blindage plus lourd étaient considérés comme des surcoûts inutiles. Mais c'est un nouvel âge empli à la fois de dangers et d'opportunités lucratives ; les capacités du Cerberus ont donné une nouvelle vie à cette coque dans les couloirs commerciaux.",,,,,
heron,SHIP,"Le Heron offre la mobilité stratégique et tactique d'un croiseur avec une puissance de feu potentielle limitée uniquement par les appareils de frappe disponibles. Il est l'accompagnement parfait pour la flotte rapide et percutante d'un amiral qui sait quand prendre l'initiative, frapper vite et se retirer pendant que les forces ennemies répondent encore à la menace.

Historiquement, le Heron représentait un mouvement dans la stratégie de l'Armada du Domain, passant d'une doctrine de vaisseaux capitaux lourds basée sur une puissance de feu écrasante vers une focalisation sur les appareils de frappe et les croiseurs de soutien permettant de concentrer rapidement une puissance de feu suffisante sur les points faibles, un virage stratégique qui s'inverserait naturellement en réaction contre la tradition à chaque génération successive d'officiers de l'Armada. Ce processus se produisait une fois de plus dans les cycles précédant immédiatement la chute du système de portails et, dans ce qui constituait un coup pour la dite « École des Croiseurs », l'innovante Altair Exotech remporta le contrat de conception du Heron devant le fabricant traditionnel de lourds navires de guerre de l'Armada, Orion Shipyards. 

Cependant, le virage doctrinal incarné par le Heron fut interrompu par l'isolement de la Chute, et en tant que tel on ne le trouve pas souvent dans les flottes centrales de la Hegemony (dont les officiers s'accrochent encore à la tradition). Cette coque a cependant trouvé une grande popularité parmi les mondes indépendants, les mégacorporations et les forces mercenaires du Secteur qui tendent à aligner des flottes plus légères et plus rapides.",,,,,
drover,SHIP,"Le Drover est une coque conçue par le Comité d'Acquisition Navale du Domain dominé par « l'École des Croiseurs » pour fournir une plateforme de chasseurs stratégiquement polyvalente (bien que tactiquement limitée) avec une faible charge logistique.

Le contrat de conception du Drover fut remporté par Orion Shipyards, le constructeur naval traditionnel de l'Armada, dans un effort pour récupérer des parts de marché perdues face aux nouveaux producteurs navals. Le résultat fut la « piste d'atterrissage volante » décriée par les officiers du Domain comme un commandement plus adapté à un bureaucrate logisticien qu'à un capitaine de vaisseau de combat. Les plaintes dans les rangs inférieurs furent utilisées par l'ancienne faction de « l'École des Capitaux » pour renvoyer le Drover en commission, citant une puissance de feu insuffisante pour que la classe de vaisseau réponde aux directives standards (qui ne tenaient pas compte du potentiel de frappe des nouvelles classes de chasseurs). Condamnée à subir les conséquences de dépenses excessives massives, la commission ordonna simplement l'installation de quatre petits points d'emport de missiles. Cela répondait largement aux exigences de puissance de feu et permit au programme Drover de se poursuivre avec seulement des modifications mineures.",,,,,
hermes,SHIP,"Le Hermes est un petit transporteur de fret fiable souvent converti pour le service de transport parmi les mondes frontaliers pauvres. Ses installations pour l'équipage et les passagers sont charitablement décrites comme « robustes » mais il parvient à accomplir sa mission avec une constance remarquable malgré les installations de maintenance primitives qu'il fréquente.

En sortie d'usine, le Hermes n'est armé que pour « l'évitement actif de collisions », mais son système de tourelles est souvent amélioré pour obtenir une couverture de défense de point quasi complète bien que légère, capable de détruire le missile égaré lors de l'évasion de zones de combat actives. Cette puissance de feu est dérisoire comparée aux vaisseaux de combat dédiés, de sorte que seul un capitaine fou ou véritablement désespéré emploierait le Hermes en combat de première ligne.",,,,,
ox,SHIP,"Le remorqueur de classe Ox embarque un stabilisateur de champ de propulsion qui permet à une flotte d'atteindre un niveau de propulsion supérieur. Il est rare d'en voir plus d'un ou deux dans une flotte, cependant, en raison d'une consommation de carburant prohibitive et de coûts de maintenance élevés.",,,,,
dram,SHIP,Un tanker léger avec une capacité de carburant suffisante pour plus que doubler la portée effective d'une petite force opérationnelle ou d'un convoi.,,,,,
vigilance,SHIP,"Excellente frégate de harcèlement et de soutien, la classe Vigilance dispose d'affûts hybrides et de missiles surdimensionnés (pour sa classe). Bien qu'elle brille dans un contexte de flotte, elle peut être facilement submergée par un grand nombre de menaces plus petites.",,,,,
brawler,SHIP,"Typiquement déployée pour renforcer les forces de police système et la sécurité des autorités portuaires, la frégate de classe Brawler est une conception robuste qui échange la mobilité (et le confort) contre une puissance de feu impressionnante, un blindage et un générateur d'énergie de grade destroyer.",,,,,
tempest,SHIP,"Une conception asymétrique et avancée de la fin de l'Époque d'Expansion, la classe Tempest est la quintessence de la frégate d'attaque — rapide, mortelle et difficile à détruire.",,,,,
omen,SHIP,L'Omen est rarement déployé en raison du coût associé à la maintenance d'un vaisseau aussi technologiquement avancé. Ses excellents boucliers et l'émetteur EMP qu'il embarque en font une escorte parfaite pour les vaisseaux plus imposants.,,,,,
lasher,SHIP,"Favori des pirates et des armées privées en raison de l'omniprésence des plans et de son profil de soutien peu exigeant, les frégates de classe Lasher embarquent une quantité respectable de puissance de feu balistique.

Les capitaines de Lasher sont généralement des types pragmatiques qui laissent leurs armes parler, et fouillent les débris des vaisseaux ennemis au lieu d'essayer des moyens plus diplomatiques ou discrets pour accomplir leur mission. Le plus souvent, cette mission consiste à frapper rapidement et efficacement (ou à garder) des convois commerciaux de petite ou moyenne taille. Les escortes légères de chasseurs et de frégates que l'on trouve habituellement gardant de tels convois ne font guère le poids face à la grêle de projectiles qu'un Lasher peut rapidement déchaîner. Si cela ne suffit pas, le Lasher a une autre mauvaise surprise en réserve — deux points d'emport de missiles, le plus souvent équipés de types de missiles « finisseurs », tels que le MRM Harpoon.",,,,,
mercury,SHIP,"L'un des plus petits vaisseaux du Secteur équipé d'un actuateur hyperpropulseur embarqué, cette classe est typiquement utilisée pour le transport sécurisé de VIP ou de courriers entre systèmes stellaires.

Bien que petit, le Shuttle est aménagé pour le confort et la sécurité de ses passagers VIP potentiels. Il est rare de le voir au combat ; si un capitaine a la malchance de se trouver dans une telle situation, on comprend vite pourquoi : la plupart des systèmes d'alimentation à bord sont réservés au support vital, au confort et aux modules de divertissement, installés pour s'assurer que les passagers ne s'ennuient pas lors des longs voyages.",,,,,
hyperion,SHIP,"Un vaisseau d'assaut de pointe construit autour d'un système unique de téléportation par phase. Le réseau d'alimentation prototype intégré, capricieux, est délicat et coûteux à entretenir mais offre d'excellentes performances de flux et de bouclier. L'Hyperion fut conçu pour « frapper au-dessus de sa catégorie », utilisant le positionnement tactique pour choisir ses combats puis engager avec un armement relativement lourd pour sa classe, monté aux dépens de la capacité de défense de point.

Considéré comme une « reine de hangar », l'Hyperion est méprisé par les quartiers-maîtres mais prisé par les directeurs de flotte de Tri-Tachyon qui admirent la pureté de l'ambition qui se ressent dans toute sa conception et son application.",,,,,
hound,SHIP,"Une classe de coque ancienne mais durable qui manque de générateur de bouclier, cette frégate est parfois utilisée pour transporter du fret plutôt que pour le combat. Un officier chanceux ou doué pourrait faire fortune avec la chance de commander un tel vaisseau.",,,,,
wolf,SHIP,"Une frégate technologiquement avancée dotée d'un générateur de bouclier efficace et d'un arsenal impressionnant qui lui permet de frapper bien au-dessus de sa catégorie. Ces mêmes caractéristiques signifient que son cœur énergétique de grade frégate peine à suivre, faisant de la gestion attentive du flux une priorité.",,,,,
thunder,SHIP,"Extrêmement rapide, bien armé et avec une longue portée d'engagement, la force du Thunder réside dans sa capacité à permettre à un astroporteur de projeter rapidement de la force à l'endroit désiré. Ni aussi destructeur qu'un bombardier ni aussi résistant qu'un chasseur lourd, il faiblira s'il est forcé dans un engagement prolongé.",,,,,
warthog,SHIP,"Doté d'un blindage superbe et d'une puissance de feu respectable, le Warthog est capable d'échanger des coups avec des vaisseaux plus gros, mais manque d'armes capables de percer les boucliers. Un lanceur de leurres aide à détourner le feu de ses alliés plus vulnérables.",,,,,
sarissa,SHIP,"Un modèle de chasseur défensif ancien mais fiable, le remarquable système de flak en conteneur est efficace aussi bien contre les essaims de missiles entrants que contre les coques légèrement blindées des chasseurs ennemis. Deux canons automatiques légers complètent le potentiel de combat, faisant réfléchir les vaisseaux ennemis plus imposants à deux fois avant d'attaquer le vaisseau-mère du Sarissa.",,,,,
gladius,SHIP,"Rapide, mortel et bien blindé, le Gladius excelle à améliorer à la fois la puissance de feu et la survie des groupes d'intercepteurs. Cependant, face à des adversaires résistants, le petit nombre d'appareils dans une escadrille commence à peser.",,,,,
mining_drone,SHIP,"Robuste et sans équipage, le Mining Pod peut fournir un peu de distraction et un peu de soutien de feu, et pas grand-chose de plus. Incapable d'opérer loin du vaisseau-mère.",,,,,
longbow,SHIP,"Rapide et équipé d'un générateur de bouclier, la mission du Longbow est de déployer son missile cinétique Sabot depuis la distance et de retourner au astroporteur pour se réarmer. Plus efficace quand ses dégâts cinétiques brise-bouclier sont combinés à ceux d'unités de dégâts plus lourdes.",,,,,
trident,SHIP,"Équipé de torpilles doubles de classe Atropos et d'un générateur de bouclier de premier ordre, le Trident est peut-être le plus redouté de tous les bombardiers. Son efficacité est quelque peu limitée par sa faible vitesse de pointe et son profil logistique exigeant.",,,,,
piranha,SHIP,"Le Piranha déploie en masse des bombes conventionnelles non propulsées, comptant sur l'inertie pour livrer les charges. Le potentiel de dégâts maximum est extrême, mais la plupart des cibles peuvent éviter ou abattre bon nombre de bombes.",,,,,
broadsword,SHIP,"Robuste et agile, le Broadsword embarque un lanceur de leurres qui détourne le feu défensif des cibles de haute valeur comme les bombardiers et leurs charges. Cependant, il peut faiblir s'il se retrouve à devoir porter le coup de grâce lui-même.",,,,,
xyphos,SHIP,"Lourdement blindé de boucliers et armé d'armes à longue portée, le Xyphos est très efficace dans un rôle de soutien rapproché. Sa dépendance aux flux de ciblage et de navigation des vaisseaux plus gros signifie qu'il est incapable d'opérer de manière indépendante.",,,,,
wasp,SHIP,"Rapides et agiles, les drones Wasp surpassent typiquement en nombre et submergent facilement les formations de chasseurs ennemis tandis que leurs mines Stinger empêchent les retardataires de passer. Face à l'armement de défense de point, leur fragilité commence à se faire sentir, mais l'absence de pilote à bord signifie que les pertes sont plus facilement absorbées.",,,,,
dagger,SHIP,"Armé d'une torpille hautement destructrice, le Dagger est fragile mais équipé d'un générateur de bouclier qui lui permet généralement d'atteindre la portée de tir. Cependant, même un large barrage de torpilles a peu de chances de passer à travers un feu concentré de défense de point sans une diversion.",,,,,
talon,SHIP,"Rapide et bon marché, le Talon dispose d'une puissance de feu surprenante et est capable d'éliminer des chasseurs ennemis. Il peut également infliger des dégâts appréciables à des vaisseaux plus gros lorsqu'il est utilisé en masse, bien qu'un tel usage entraîne généralement de lourdes pertes de pilotes.",,,,,
hoplon,SHIP,"Le Khopesh peut délivrer un barrage de roquettes précis et dévastateur sur sa cible. Plus sûr et plus fiable pour infliger ses dégâts que les autres bombardiers, il ne peut cependant pas se vanter du même potentiel de dégâts.",,,,,
claw,SHIP,"Agile et équipé d'un générateur de bouclier bas de gamme, le Claw est principalement un chasseur de soutien. Les dégâts EMP qu'il inflige sont temporairement paralysants pour les cibles mal protégées par des boucliers, mais il est incapable d'infliger beaucoup de dégâts permanents par lui-même.",,,,,
drone_borer,SHIP,"Lent et peu résistant, ce drone minier modifié pour le combat est néanmoins capable de tenir les hostiles à distance de son vaisseau-mère pendant un temps. Déployé en nombre, il peut même représenter une menace crédible pour les petits vaisseaux de combat.",,,,,
drone_terminator,SHIP,"Un drone de défense de point construit autour du redouté analyseur de cibles Terminator Core, qui détecte les points faibles transitoires sur les missiles et les chasseurs avec une précision infaillible. Les rumeurs concernant l'IA du noyau dépassant par intermittence le niveau delta généralement autorisé lors de situations de combat complexes restent non prouvées.",,,,,
doom,SHIP,"Conçu à une époque où la technologie de phase était généralement inconnue et où les détecteurs de phase ne faisaient pas partie de l'équipement standard de chaque suite de capteurs, ce croiseur a perdu l'avantage de la surprise — mais conserve un armement dangereux et polyvalent. 

Certains phénomènes psychologiques inquiétants ont été rapportés par des membres d'équipage sensibles après avoir enduré de nombreux passages de phase rapides en conditions de combat. Les rapports de la Marine du Domain sur le sujet n'ont jamais été déclassifiés et sont considérés comme perdus depuis l'Effondrement.",,,,,
shade,SHIP,"Le plus petit vaisseau à phase opérant dans le Secteur, le Shade est souvent utilisé comme éclaireur pour les flottes plus importantes. Au combat, il est apprécié des amiraux de flotte pour sa capacité à neutraliser les vaisseaux ennemis avec son émetteur EMP.",,,,,
afflictor,SHIP,"Une frégate à phase dangereuse et rapide avec un armement assez puissant pour abattre des vaisseaux bien plus lourds. L'Afflictor possède un dispositif qui exploite une modification unique de son réseau de bobines de phase intégré pour projeter un champ d'entropie anormalement amplifiée. Cela provoque une augmentation dévastatrice de l'instabilité destructrice dans les systèmes délicats ou finement calibrés lorsque le vaisseau ciblé subit des événements chaotiques à haute énergie, c'est-à-dire des dommages de combat. Tout ce qui peut mal tourner tourne mal.",,,,,
harbinger,SHIP,"Un destroyer à phase mortel, craint et méprisé par les équipages qui ont eu le malheur de l'affronter au combat. Le Harbinger possède un dispositif qui lui permet de brièvement neutraliser les vaisseaux ennemis, créant des ouvertures que lui — ou ses alliés — peuvent exploiter.

« La Corporation Tri-Tachyon nie les allégations d'implication continue dans des expériences de phase, et encore moins le — et je cite — « développement et l'exploitation clandestins de navires de guerre à phase » qui constitueraient bien entendu une violation directe du Traité de Thulé. La politique de l'Entreprise est de poursuivre en justice les individus, les organismes mercantiles, les clades spirituels et toute entité politique enregistrée commettant une diffamation grave et flagrante dans toute la mesure du pouvoir juridictionnel local conformément aux Accords Commerciaux du Secteur du Cycle 32 AP. Notre équipe juridique prendra contact. »",,,,,
gremlin,SHIP,"Ce prototype de phase antique n'était jamais destiné à la production de masse, pourtant quelqu'un a réussi à extraire ses plans de rétro-ingénierie du firmware d'une nanoforge. Le squelette de coque résultant reçoit un placage de blindage standard, le plus infime soupçon d'un module de support vital, et autant de missiles qu'on peut en entasser dans les vides restants.

Le Gremlin, tel qu'il fut baptisé, est haï par son équipage qui subit non seulement le douteux honneur d'un rôle de frappe rapprochée mais aussi le lavage perturbant de la bobine de phase prototype. L'abus de substances est omniprésent. Un horrible petit vaisseau.",,,,,
bastillon,SHIP,"Bien que les machines de guerre automatisées fussent interdites dans l'espace central du Domain, les drones de guerre étaient discrètement employés en dehors du volume officiellement incorporé. Les garnisons frontalières étaient souvent renforcées par des vaisseaux-drones, et ils étaient déployés libéralement contre les mondes rebelles pour faire pencher la terrible balance de l'attrition, opposant la puissance industrielle du Domain aux vies des « combattants de la liberté ».
  
Le Bastillon était un projet ambitieux de Mbaye-Gogol pour agrandir son populaire drone de guerre spécialisé en défense de point de classe Defender. Il est plus gros, plus résistant, plus lourdement armé — et considérablement plus lucratif par unité pour le résultat net de MGA.",,,,,
berserker,SHIP,"Bien que les machines de guerre automatisées fussent interdites dans l'espace central du Domain, les drones de guerre étaient discrètement employés en dehors du volume officiellement incorporé. Les garnisons frontalières étaient souvent renforcées par des vaisseaux-drones, et ils étaient déployés libéralement contre les mondes rebelles pour faire pencher la terrible balance de l'attrition, opposant la puissance industrielle du Domain aux vies des « combattants de la liberté ».

Le Berserker est un cousin considérablement agrandi, surarmé et surblinné du Warden pour une utilisation contre des oppositions plus lourdes. En tant que drone automatisé, les algorithmes de combat du Berserker accordent peu de considération à sa propre survie, poursuivant et attaquant sa cible sans relâche jusqu'à ce que lui ou la cible soit détruit.",,,,,
defender,SHIP,"Bien que les machines de guerre automatisées fussent interdites dans l'espace central du Domain, les drones de guerre étaient discrètement employés en dehors du volume officiellement incorporé. Les garnisons frontalières étaient souvent renforcées par des vaisseaux-drones, et ils étaient déployés libéralement contre les mondes rebelles pour faire pencher la terrible balance de l'attrition, opposant la puissance industrielle du Domain aux vies des « combattants de la liberté ».

Le Defender était l'un des drones de guerre les plus couramment vus utilisés par le Domain car il était déployé pour renforcer les convois frontaliers et les avant-postes vulnérables dans un rôle de défense de point.",,,,,
sentry,SHIP,"Bien que les machines de guerre automatisées fussent interdites dans l'espace central du Domain, les drones de guerre étaient discrètement employés en dehors du volume officiellement incorporé. Les garnisons frontalières étaient souvent renforcées par des vaisseaux-drones, et ils étaient déployés libéralement contre les mondes rebelles pour faire pencher la terrible balance de l'attrition, opposant la puissance industrielle du Domain aux vies des « combattants de la liberté ».

Le drone de guerre Sentry est bourré de missiles et fournissait un soutien de feu automatisé bon marché aux patrouilles frontalières sous-dimensionnées.",,,,,
