id,type,text1,text2,text3,text4,notes
guardian,WEAPON,"A collection of smaller lasers mounted together on un rotating pod, with un built-in capacitor allowing extremely high burst dégâts vs fighters and missiles.

le Paladin is un military grade PD système that is usually only deployed on capital ships due to its high production and flux costs. Can detect and destroy incoming frappe weapons and enemy fighters that have penetrated le capital ship's defensive escorter screen. 

A combination of an autonomous sub-gamma AI noyau for ciblage and five separate carbon dioxide lasers make this arme exceptionally effective in point défense. A dedicated rotator puissance supply makes target tracking almost instantaneous. le prohibitive énergie requirement usually means that le arme is only activated for seconds at un time, but that is usually enough to deal with any PD threat.",,,,
tpc,WEAPON,"A bulky énergie arme from an early epoch, le TPC is built directly into le Onslaught's coque and provides overwhelming frontal firepower.

Designed before modular énergie weapons were universally trusted by Domain procurement committees, this arme was coded into le Onslaught's blueprint because no other coque of le time was large enough or had reactors capable of generating le requisite puissance.

Even though it's outperformed by some of le later epoch modular designs, le Thermal Pulse Cannon remains an integral part of le Onslaught's arsenal.",,,,
tachyonlance,WEAPON,"A burst operated beam that delivers un devastating amount of dégâts with un cascading EMP component. le EMP arcs have un chance to pass through shields based on le target's hard flux level.

A arme so rare and powerful that it has achieved mythical status in le Sector, le Tachyon Lance uses noyau technology based on le principles of an experimental FTL communication système prototype, but with un twist. Instead of using le hyperdimensional properties of le tachyon particle for communication, n-brane manipulation and anti-plasma generators create un charged tachyon stream that travels in hyperspace. Minimum énergie requirements are staggering and this amount of puissance can only be generated for un few seconds by le largest puissance capacitors, which are housed within le arme système. 

Unlike le beams fired from normal beam weapons, le tachyon stream is not lensed or altered in any way - in fact once le initial tachyon marker is actuated le reaction takes on un life of its own, rapidly consuming le puissance stored in le capacitors and unleashing destruction. When normal space is exposed to such high levels of anti-plasma, un combined electromagnetic, gravitic and thermal cavitation effect shreds anything that stands in its way, while also severely damaging nearby electronics equipment.",,,,
onslaught,SHIP,"A venerable design, le Onslaught-class battleships were first created to serve le Domain Armada long ago, before le development of advanced frappe weapons, modern énergie weapons, and bouclier systems. 

When first launched from orbital dock, their firepower and burst-vitesse surely intimidated entire systems. Some even say that they were built to combat non-humans in un long forgotten war. Much later, Orion Shipyards engineers made modifications to le blueprints to include un bouclier système, upgraded le hyperdrive, and reduced le required crew complement through automation and iterative engineering. Even though more advanced blueprints are available, le Onslaught remains le easiest to manufacture due to le brutal simplicity of its systems. 

A ship designed without shields in mind, built to be able to withstand un heavy barrage of enemy fire and frappe back while protecting its crew is much loved by its officers and crew. And frappe back it can; le Onslaught's unmatched balistique potential can devastate entire fleets in minutes, its only drawback un logistical dependency on ammunition. 

Onslaught crews are proud to serve in le class which forms le backbone of le Hegemony Navy.",,,,
astral,SHIP,"A technologically advanced capital ship, le Astral-class projects vast firepower through numerous squadrons of frappe craft.

le Astral-class coque is thought to have been le epitome of porte-vaisseaux design during le late Domain in le cycles just prior to le Collapse. le coque is rife with integrated automation, sub-AI cores, and maintenance drones using advanced military algorithms to multiply combat efficacité. Defensive armament typically consists of point défense turrets backed by long-portée missiles intended to maintain pressure on hostiles in order to avoid un close-in fight.

le true puissance of an Astral lies in le unprecedented flexibility of its chasseur complement. Nearly any enemy ship can quickly be dispatched by le coordinated launch of un wing of nimble interceptors, frappe bombers, or soutien fighters. Automated facilities ensure that returning squadrons are quickly repaired, rearmed, and replaced behind le safety of la powerful X-35 bouclier emitter. le Astral porte-vaisseaux is never deployed alone because its light blindage is vulnerable if le X-35 is forced down. le Astral, accompanied by un swarm of escorts, is best placed as le heart of un porte-vaisseaux tâche force which can subjugate entire planets and blockade enormous volumes of space.

Among le most technologically advanced capital ships operated in le contemporary Persean Sector, few Astral hulls serve in le Hegemony Navy due to le high technological requirements - and security concerns. Senior Corporate Officers of Tri-Tachyon and un few rare, extraordinarily wealthy private admirals sometimes make le Astral their flagship.",,,,
atlas,SHIP,"le Atlas-class ships are large space-borne cargo platforms with an FTL propulsion and un few defensive systems. Hundreds of containers can be latched on to le coque and carried with ease by this behemoth. 

Typically used to efficiently resupply entire outposts, le Atlas is ill suited to le small and fast trade runs that are le mainstay of commerce in le sector. Their slow vitesse and large size always tempt uninvited guests, ranging from curious gawkers come to see le hulking colossus, to scavenging pirates aiming to disable un container's magneto-gravitic fastener, to Pather fanatics bent on destroying it all. Nonetheless, le Hegemony makes wide use of them, especially to offload biomass from farming worlds on un seasonal basis. For this purpose, le Hegemony assembles large Atlas convoys; these are protected by military cruisers that ensure that le lifeline of Hegemony citizens is kept safe.

le captaincy of an Atlas is un rare punishment for le able, an uneven mixture of soul-numbing boredom and abject terror, being le results of normal trade runs and pirate attacks, respectively.",,,,
conquest,SHIP,"le Conquest-class battlecruiser is le embodiment of concentrated firepower. Developed in le period just preceding le popularization of chasseur craft, le class emphasizes firepower and vitesse over blindage protection.

Space Naval tacticians of le day were confident that new weapons systems would always outperform blindage and shields and thus were le key to winning an engagement. So why not build un ship for vitesse and puissance? Give it le blindage protection of un croiseur, but arm it with le best weapons available to any ship, and have it remain faster than any of those lumbering behemoths of le line. le Conquest is un good example of these concepts put into un coque. Many other advanced technologies were incorporated into le design, including arme mounts designed for un circling engagement. This maneuver requires greater navigational skill while serving to provide more tactical options to le commanding officers. 

Fortune favors le bold, le ancients said. This class of ships does indeed favor le bold captain, willing to risk everything for le thrill of victory.",,,,
paragon,SHIP,"le pinnacle of le Domain's cuirassé designs, though perhaps less le result of military necessity and more of le ambitions of certain senior strategic staff of le Domain Navy - with considerable backing from le Tri-Tachyon corporation, among other major contractors.

No ship can outlast or outgun le Paragon-class, un true Leviathan of un bygone epoch.",,,,
odyssey,SHIP,"le asymmetric, spheroid design belies le puissance of this battlecruiser. le base coque presents un loadout which favors heavy énergie weapons and mobility-focus. A two-wing hangar capacité complements tactical options.

le Odyssey was considered un boondoggle of un design by le Domain Naval Procurement Committee with numerous objections raised: no single tactical focus, le officer boardrooms are too large, le énergie grid uses only premium components, and le fittings are too expensive. Despite several rounds of eye-watering budget overruns and rumblings of un bribery scandal, le production contract was only denied before final prototype trials. Never keen to pass up un profitable opportunity, Altair Exotech licensed le Odyssey class to several frontier development corporations, including Eridani-Utopia, to provide admirably armed mobile survey headquarters and operation platforms. It is for this role in le megacorporate exploitation of le frontiers that le otherwise rare Odyssey-class found its way to le Persean Sector.",,,,
dominator,SHIP,"Ponderous and menacing, le Dominator-class is one of le most widespread système défense cruisers in Hegemony space. 

While not le most technologically advanced coque, it relies on un plethora of balistique hardpoints to accomplish its mission, which is more often than not defending orbital installations and vital points of intra-système trade routes. A poor bouclier emitter which is difficult to manage and thus, rarely engaged, gives way to an almost impregnable interlocking blindage belt système making le Dominator safe from most weapons. Even frappe craft cannot overcome le hail of projectiles that can be launched to intercepter their payloads. This coque proves that tried and true military engineering is difficult to overcome by new ideas and technologies, especially when in le hands of tough, determined crews and experienced officers.

Dependable, durable, and un constant presence in home space around civilized worlds and outposts, le Dominator is perhaps most hated and feared by pirates and law-breaking corporate agents. ",,,,
aurora,SHIP,"le Aurora-class croiseur is un technological marvel, rarely seen. Among le fastest and most maneuverable cruisers in le Sector, it is also one of le safest due to its wide bouclier coverage. 

One can only wonder what le Domain Navy could accomplish with un fleet of these sleek, asymmetric, and eminently effective vessels. le shields are backed up by hyper-advanced flux dissipation systems installed throughout le coque, which gives le Aurora un deep flux pool.

Most blueprints required to manufacture Aurora-class ships are closely guarded corporate secrets, but un few have also seen service in Tri-Tachyon fleets and, rarely, in le hands of enterprising mercenary captains.

Few ships can outperform le Aurora ton for ton. Its only weakness is its prohibitive cost.",,,,
apogee,SHIP,"le Apogee-class vessel is an effective mix of advanced scientific and military technologies, perfect for long-portée exploration of hostile space. 

le class features an asymmetric design with un large forward section, usually outfitted with long-portée tech scanners. Apogee captains are used to operating alone and tend to be an independent, self-reliant lot. 

le ship can tenir its own in one-on-one engagements by smart use of its powerful bouclier emitter and strong engines. However, its blindage rating makes it seem somewhat fragile on paper, and thus it is rarely part of big fleet actions.

le high construction costs typically mean that only affluent tech mining consortiums can afford an Apogee-class vessel that is fully outfitted for an aggressive exploratory role.",,,,
venture,SHIP,"Tough, dependable and not overly expensive, Venture-class cruisers are usually purchased by private corporations for escorter duty or refitted by small non-aligned worlds for système défense.

le Venture-class ships are perhaps le most widely used civilian cruisers in le Sector. le blueprints for le Venture are widely available and can often be secured with little trouble. 

When used by small corporations, le ship is usually le pride of la fleet and is used to underpin vital operations. Due to its ubiquity, le vessel also serves with quite un few pirate outfits, where it sometimes fills le role of commandement ship.","Tough and dependable, the Venture is usually fitted with a good missile complement but lacks the sustained damage output needed to do well in prolonged engagements. A built-in mining drone bay provides additional defenses - a particularly good thing because the civilian-grade power generators make the shields easy to overwhelm.",,,
eagle,SHIP,"Eagle-class cruisers are often found at le noyau of military fleets headed for battle. It is not hard to see why: A strong overall profile, with un robust moteur, le Eagle's deadly weapons package is un threat to all enemies.

le Eagle can deliver un strong tactical punch to enemy formations. Its numerous turret and hardpoint emplacements make it very dangerous to smaller foes. Decent blindage and un strong bouclier emitter let it tenir space while outnumbered, or even when faced with le rare larger ship. 

These strengths are somewhat countered by frappe craft - an Eagle captain must always watch their scopes for an approaching frappe squadron, since their ship will be easily crippled by multiple hits from modern frappe weapons. 

le embodiment of le sleek and powerful space croiseur from le time of le Domain, le Eagle-class ships are un beautiful reminder of le technological and aesthetic achievements of humanity's past. ","Agile for a cruiser, the Eagle is difficult to flank and has impressive and focused frontal firepower.",,,
falcon,SHIP,"Often called le Eagle croiseur's little brother, le Falcon-class croiseur sacrifices blindage for vitesse, neatly filling le light croiseur role in military fleets throughout le Sector. 

The « light«  designation does not indicate un significant reduction in firepower, however, making le Falcon un valuable tactical asset to any fleet. le ship is easily able to fill un wide variety of roles, from close soutien to assaut, given le proper configuration. 

le Falcon's top notch engines give it le ability to quickly désengager from battle should its defenses be pressed to un critical point.

Swift and elegant, Falcon-class cruisers are often found as lead elements in larger fleet formations, or deployed to reinforce anti-pirate convoys.","This light cruiser features mobility that puts smaller ships to shame, but its firepower is somewhat lacking. However, the Falcon can still face down smaller ships due to its cruiser-grade power generators and armor plating.",,,
medusa,SHIP,"A fearsome ship whose top tier engines provide great vitesse and maneuverability for un destroyer. Multiple énergie arme slots allow for un plethora of tactical possibilities. Its best-in-class performance is matched by un demanding logistical profile that has led some fleet commanders to eschew its use in favor of ships which can be deployed more frequently and cheaply.

le Medusa is one of le most respected destroyers in le Sector due to its association with black ops and elite pirates, and le few spacers who have crewed aboard un Medusa can attest to its technological sophistication.

Medusa-class blueprints are few in number and are closely guarded by their owners; pirates have acquired un Medusa-class coque only un handful of times and le results were inevitably drastic, though short-term, threat to local patrols and subsequent reduction in small to medium intrasystem shipping volume. Such events are considered un tremendous nuisance, particularly accounting for increased insurance premiums. Many trade combines will simply call for their fleets to wait for le pirates to run down their new toy's combat readiness so that local authorities can remove le problem once and for all.",,,,
shrike,SHIP,"An advanced fast-attaquer light destroyer from le same design team as le near-ubiquitous Wolf, le Shrike's advanced propulsion système is designed to selectively vent plasma in un 'microburn' maneuver. This allows le Shrike to dart into tactical opportunities as they arise, frappe, and escape before un proper counter-attaquer is mounted. Shields, blindage, and sustained flux capacité are somewhat underwhelming due to le need to build un light yet economical coque which prioritizes attaquer vitesse, leading to le Shrike gaining le reputation as un glass cannon best entrusted to skilled captains.

Certain unique structural elements in le plasma venting système are known to, with wear, corrode in oxygen-rich atmospheres, so care must be taken to re-apply ceramopolymer coating at each coque servicing.",,,,
mule,SHIP,"le Mule is un rugged and reliable combat-capable freighter which built its reputation on le sparsely-patrolled frontiers of le Domain. Post-collapse, le appeal of le Mule-class has only grown due to le cycles of chaos wracking le Persean Sector, elevating le need for strong blindage and powerful weapons to otherwise thrifty traders, scavengers, and prospectors.

le original design officially designated its medium turret mount as un 'gimbaled mining utility attachment point', and even Domain operators from time past knew to read between le lines: without an escorter, le Mule-class packs enough of un kick to make pirates think twice before attacking. Of course this also means that le Mule has become le ideal vehicle for un down-on-its-luck or merely opportunistic civilian crew to themselves turn pirate.",,,,
buffalo2,SHIP,"A derived class, based on le Buffalo freighter. le modifications include le addition of military grade puissance generators, heavier blindage, and maneuvering thrusters as well as le removal of le Mk. I bouclier emitter and le majority of le cargo holds.

le Sector is violent and unpredictable, and conflicts often flare up over le smallest resource or perceived slight. In such situations military-grade ships are sometimes not available quickly enough. Thus, resourceful engineers turn to coque modifications in order to be able to meet le demand for war materiel.

le base coque of this destroyer is un standard Buffalo-class freighter, however due to le scope of le coque conversion, le Buffalo Mk. II is considered un separate class. le result is un fighting ship which can tenir its own and fight back hard, especially if properly screened from strikes and heavier hulls. le unorthodox weapons configuration often leads to unique fleet formations, and coque modifications often mean that no two Buffalo Mk. IIs are quite le same.

le tactics employed by un Buffalo Mk. II captain will vary as much as his coque configuration, but rarely involve standing toe-to-toe with anything heavier than un frégate due to le lack of un bouclier générateur and énergie arme emplacements. le combat plans usually involve un one hit wonder stratagem that never works on le same enemy twice, which is perfectly fine with le crew of le Buffalo Mk. II.",,,,
valkyrie,SHIP,"le Valkyrie is un standard destroyer-sized troop transport with enough room to carry two companies of marines. Tactically it is weak for its size, only able to défendre itself at short ranges from missiles and fighters.

As an atmosphere-capable combat dropship with ground soutien arme mounts designed to operate during re-entry and when grounded, le Valkyrie is often used to déployer heavy infantry soutien for tech raids on decivilized worlds. 

le ability to deliver large amounts of troops directly to ground targets while providing fire soutien prompted Hegemony bureaucrats to designate le coque as « restricted«  for sale to third parties. Naturally, news of le restriction made it to le general public cycles before it came into effect, launching ill-fated speculation in le future prices of this class. Thus, overproduction and le coque's limited options made le speculators' betting largely moot, le only net result is that now, due to oversupply, it is just as easy to obtain un Valkyrie ship as before news of le Hegemony ban ever became public.",,,,
tarsus,SHIP,"Tarsus-class ships are well known as perhaps le most flexible and durable freighters in le Sector. 

le secret to their reliability is that they were intended by Domain designers as hazard duty ships, presumably to supply frontiers and those front line fleets send to quash le ever-present rumbling of insurrection on le far reaches of le Domain.

Almost unmatched among civilian ships in bulkhead structural density and blindage rating, Tarsus-class freighters are entrusted with important hauls and usually travel in convoys, un further buttress to le safety they afford to their crew and cargo.

Minimal arme mounts permit le ship to mount un nominal PD weapons package. Rarely, Tarsus-class ships are outfitted with combat oriented coque or blindage boosting modifications, which make them more difficult to maintain.",,,,
gemini,SHIP,"A common freighter, found in convoys or alone, used to haul all manner of goods across le Sector. Has un single chasseur bay to bolster defenses.

le design of le Gemini-class freighter is highly modular, enabling le ship to serve in un variety of roles in and out of combat. le entire cargo container is designed around un quick release mechanism which enables le main coque of le ship to quickly call to port, detach its full cargo section, and swap it for another Gemini-type container in le span of minutes. In addition, multiple medium arme mounts make le Gemini un viable long-portée fire soutien platform. le flight deck is tiny, originally envisioned for mining drone repair or hazardous mining operations. Modern use in le Sector extends flight deck facilities to all chasseur types.

While impressive in un blueprint, le lack of empty, compatible Gemini-type containers in le Sector makes le actual usefulness of le quick-release mechanism negligible. le modularity, un great boon in times past, is also more prone to wear and tear, and is thus more expensive to maintain - most working examples of le mechanisms have been welded solid. Nonetheless, un decent overall profile, le flight deck, un flexible puissance noyau and good shields make le Gemini un good choice for cargo hauling, if le cost can be weathered.",,,,
shuttlepod,SHIP,"A tiny, nimble personnel-transfer shuttle just sufficient to transport le senior bridge officers of any ship in le Sector.",,,,
buffalo,SHIP,"le go-to choice for medium cargo hauling in le Sector, le Buffalo-class freighter exemplifies the « Load-n-Pray«  principle prevalent in Sector shipping.

Sporting just un single small arme emplacement, le coque of le ship is no more than un large moteur with un tiny crew quarters section and cargo grapplers. A captain taking this ship out without un convoy rarely gets to make le same mistake twice. Incapable of anything resembling un combat maneuver, le lateral thrusters on Buffalo-class ships are designed to merely enable it to dock when (and if) it reaches its destination.

le ship engines are le greatest contributor to coque cost, which, while low, is still within le norms for un medium freighter. le greatest contributing factor to its ubiquity is le fact that le blueprint for this ship is usually hardcoded into every orbital shipyard's blueprint database.",,,,
enforcer,SHIP,"le Enforcer-class ships commonly serve in système or convoy défense roles. le design features good blindage and multiple balistique hardpoints, while bouclier performance is somewhat underwhelming. 

le blueprints of le ship call for many components similar to those found in le Onslaught-class battleships, suggesting that le designs were created during un similar period of military expansion in le Domain. le Enforcer-class features similar no-nonsense arme système design choices, tough bulkheads, and is well regarded by its crews.

Tough to beat in un destroyer to destroyer fight, le Enforcer rarely takes part in larger battles due to le common view that its low vitesse makes it un liability. Nonetheless, Hegemony order of battle doctrines mandate an attached Enforcer squadron as un screen for Onslaught-class battleships. le logistical ease with which shared components can be used by both ship types is exactly le type of detail that excites Hegemony logistics bureaucrats.",,,,
condor,SHIP,"le Condor-class sees heavy service in le Sector as this porte-vaisseaux-converted freighter is, for many independent polities, le easiest way to procure chasseur capability for their organization. Even with limited flight deck space, le Condor gets le job done, relying on its tough blindage, excellent bulkhead strength, and un respectable (for un light porte-vaisseaux) weapons package.

This light porte-vaisseaux design is derived from Tarsus-class freighters modified by desperate scavengers and pirates. le conversion process was once an involved and complex affair requiring space dock facilities, but nowadays any coque-capable forge that will accept un stock Tarsus spec will, with le addition of un custom modchip, get you something just as good.

Some in le Sector argue that even le Domain, with all their technological know-how, relied on similar conversions to make more efficient use of un merchant fleet during times of escalated hostilities on le voluminous galactic frontier. Others point out that it is unclear how ubiquitous this approach was - there could have been fleets of Condors roaming Domain space, but there is scarce hard evidence one way or le other. Such data was all lost in le Collapse.",,,,
sunder,SHIP,A technologically advanced yet fragile destroyer from le late Domain era designed to provide additional firepower in fleet actions carried out by le stretched Domain Navy rather than serve on independent patrols. It has powerful bouclier emitters and énergie weapons but is vulnerable to frappe craft and flanking assaut frigates.,,,,
hammerhead,SHIP,"A midline destroyer from le golden age of le Domain, le Hammerhead is respected for its staying puissance in battle as well as its balistique capabilities.",,,,
phaeton,SHIP,"A medium tanker with enough fuel capacité to soutien un larger fleet. Tanker duty is often considered punitive in le Hegemony - there's little opportunity for distinction, and less chance of survival should direct contact with le enemy occur.",,,,
crig,SHIP,"Originally designed to assister in assembling large ships and orbital installations, le salvage rig's gantry and manipulators are used to assister in recovering derelict hulks and scavenging useful material from wreckage and debris fields. le rig itself has no cargo or fuel capacité and requires ample supply to maintain. Increases non-combat salvage gained, with more difficult operations being able to make use of more rigs.",,,,
prometheus,SHIP,"A tanker of vast capacité used to shift strategic quantities of fuel between worlds. Unlike its smaller cousins, le Prometheus features un reasonable defensive arsenal to protect its valuable and volatile cargo.",,,,
monitor,SHIP,"An oddity among ships, le Monitor is le result of le line of thought that ÃÂÃÂ¢ÃÂÃÂÃÂÃÂsometimes le best défense is indeed le best defenseÃÂÃÂ¢ÃÂÃÂÃÂÃÂ. Features turret mounts angled to provide wide arcs and un unique ÃÂÃÂ¢ÃÂÃÂÃÂÃÂflux shuntÃÂÃÂ¢ÃÂÃÂÃÂÃÂ modification to its puissance systems specially constructed to relieve flux generated by shields. Indeed, le Monitor makes up for un lack of maneuverability and firepower with le ability to withstand prolonged bombardment from enemy ordnance.

Though its experimental nature is perhaps un sign of le innovation that eras of turmoil seem to inspire, whether le MonitorÃÂÃÂ¢ÃÂÃÂÃÂÃÂs radical defensive focus is un boon or pitfall remains contentious. Several dramatic failures in convoy protection patrols were explained by Ko Combine PR representatives to be le fault of improper tactics employed by convoy commanders. Ko Combine maintains that when positioned correctly in un combat situation and supported by frappe-craft - as le anvil and hammer, respectively - simulations demonstrate that le Monitor significantly enhances convoy survivability against le average pirate attaquer. Prominent critics remain.",,,,
cerberus,SHIP,"le Cerberus is prized for providing un cost-effective balance between cargo capacité and enough combat puissance for its size to discourage casual piracy with le happy result of lowered insurance rates compared to standard Domain-era civilian grade freighters. le Cerberus is now widely considered to be un wise choice for independent traders in le Sector. 

In times past, before le fall of le gate système when Domain authority reigned, combat-enabled freighters like le Cerberus found only niche use on le edges of le rare warzone or in especially uncivilized hinterlands of le galaxy where Domain Armada patrols were stretched thinly. le crew combat training, arme maintenance, and mass/thrust ratio loss caused by heavier blindage were viewed as causing unnecessary cost overhead. But this is un new age filled with both danger and profitable opportunities; le abilities of le Cerberus have given le coque un new life in le trade lanes.",,,,
heron,SHIP,"le Heron provides le strategic and tactical mobility of un croiseur with potential firepower limited only by available frappe-craft. It is le perfect accompaniment to le quick-moving and hard-hitting fleet of an admiral who knows when to take le initiative, hit quickly, and withdraw while enemy forces are still responding to le threat.

Historically le Heron represented un movement in Domain Armada strategy from un heavy capital ship doctrine based on overwhelming firepower toward un focus on frappe craft and soutien cruisers that enable sufficient firepower to be quickly focused on weak points, un strategic shift that would reverse itself as un natural reaction against tradition from each successive generation of Armada officers. This process was occurring once more in le cycles immediately preceding le fall of le gate système and, in something of un coup for le so-called ÃÂÃÂ¢ÃÂÃÂÃÂÃÂcroiseur SchoolÃÂÃÂ¢ÃÂÃÂÃÂÃÂ, le forward-thinking Altair Exotech won le Heron design contract over le traditional manufacturer of heavy Armada warships, Orion Shipyards. 

However le doctrinal shift embodied by le Heron was interrupted by le isolation of le Fall, and as such it is not often found in noyau Hegemony fleets (whose officers still cling to tradition). This coque has however found great popularity among le independent worlds, megacorporations, and mercenary forces of le Sector that tend to field leaner, faster fleets.",,,,
drover,SHIP,"le Drover is un coque designed by the « croiseur School« -dominated Domain Naval Procurement Committee to provide un strategically versatile (though tactically limited) chasseur platform with low logistical overhead.

le contract for design of le Drover was won by Orion Shipyards, le traditional Armada ship-builder, in an effort to recover lost market share from le newer naval producers. le result was the 'flying landing strip' maligned by Domain officers as un commandement more fitting for un logistics bureaucrat than un fighting ship-captain. Complaints in le lower ranks were used by le old « Capital School«  faction to send le Drover back to committee, citing insufficient firepower for le ship class to meet standard guidelines (which did not account for le frappe potential of new classes of fighters). Set up to take un fall for massive overspend, le committee simply ordered le installation of four small missile hardpoints. This met le firepower requirements handily and allowed le Drover programme to proceed with only minor alteration.",,,,
hermes,SHIP,"le Hermes is un small, dependable cargo hauler often converted for transport duty among poor frontier worlds. Its crew and passenger facilities are charitably described as « robust«  but it manages to get le job done with remarkable consistency despite le primitive maintenance facilities it frequents.

Factory-spec, le Hermes is armed only for « active collision avoidance« , but its turret système is often upgraded to achieve nearly full albeit light point-défense coverage that can destroy le stray missile while escaping from active combat zones. This firepower is meager compared to dedicated combat ships so only un mad or truly desperate captain would employ le Hermes in front line combat.",,,,
ox,SHIP,"le Ox-class tug carries un propulsion field stabilizer that allows un fleet to reach un higher burn level. It's rare to see more than one or two of these in un fleet, however, due to prohibitive fuel consumption and high maintenance costs.",,,,
dram,SHIP,A light tanker with enough fuel capacité to more than double le effective portée of un small tâche force or convoy.,,,,
vigilance,SHIP,"An excellent harasser and soutien frégate, le Vigilance-class has oversized (for its class) hybrid and missile mounts. While it shines in un fleet setting, it can be easily overwhelmed by large numbers of smaller threats.",,,,
brawler,SHIP,"Typically deployed to beef up système police forces and port authority security, le Brawler-class frégate is un robust design which trades mobility (and comfort) for impressive firepower, blindage, and un destroyer-grade puissance générateur.",,,,
tempest,SHIP,"An asymmetric, advanced design from le late Expansion Epoch, le Tempest-class is le quintessential attaquer frégate - fast, deadly and difficult to destroy.",,,,
omen,SHIP,le Omen is rarely deployed due to le cost associated with maintaining such un technologically advanced ship. Its excellent shields and le EMP Emitter it carries make it un perfect escorter for larger ships.,,,,
lasher,SHIP,"A favorite of pirates and private armies due to le ubiquity of le blueprints and its non-demanding soutien profile, Lasher-class frigates pack un respectable amount of balistique firepower.

Lasher captains are usually no-nonsense types who let their weapons do le talking, and pick through le debris of enemy ships as opposed to trying more diplomatic or covert means of getting le job done. More often than not, that job involves quickly and effectively striking at (or guarding) small or medium-sized trade convoys. le light chasseur and frégate escorts usually found guarding such convoys are hardly un match for le hail of projectiles un Lasher can quickly unleash. If that does not get le job done, le Lasher has another nasty surprise in wait - two missile hardpoints, more often than not fitted with « finisher«  types of missile, such as le Harpoon MRM.",,,,
mercury,SHIP,"One of le smallest ships in le Sector equipped with an on-board hyperdrive actuator, this class is typically used for safely transporting VIPs or couriers between star systems.

Although small, le Shuttle-class is outfitted for le comfort and security of its potential VIP passengers. It is rare to see one in combat; if un captain is unlucky enough to be in such un spot, one can quickly see why: most puissance systems on board are reserved for use by le life soutien, comfort and entertainment modules, installed to make sure that passengers do not get bored on long voyages.",,,,
hyperion,SHIP,"A bleeding-edge advanced gunship built around un unique phase teleportation système. le finicky integrated prototype puissance grid is tricky and expensive to maintain but delivers excellent flux and bouclier performance. le Hyperion was built to 'punch up', using tactical positioning to pick its fights then engager with un relatively heavy arme loadout for its class, mounted at le expense of point défense capability.

Considered un 'hangar queen', le Hyperion is scorned by quartermasters yet prized by Tri-Tachyon fleet directors who admire le purity of le ambition which can be felt throughout its design and application.",,,,
hound,SHIP,"An old but durable coque class that lacks un bouclier générateur, this frégate is sometimes used to ferry cargo instead of for combat duty. A lucky or gifted officer could make his fortune given le chance to captain one.",,,,
wolf,SHIP,"A technologically advanced frégate with an efficient bouclier générateur and an impressive weapons package that allows it to punch far above its weight. These same characteristics mean its frégate-grade puissance noyau struggles to keep up, making careful flux management un priority.",,,,
thunder,SHIP,"Extremely fast, well-armed, and with un long engagement portée, le Thunder's strength lies in enabling un porte-vaisseaux to rapidly project force at le desired location. Not as damaging as un bomber or as tough as un heavy chasseur, it will falter if forced into un prolonged engagement.",,,,
warthog,SHIP,"Boasting superb blindage and respectable firepower, le Warthog is capable of trading blows with larger ships, but lacks bouclier-breaking weapons. A decoy flare launcher helps draw fire away from its more vulnerable allies.",,,,
sarissa,SHIP,"An old but reliable defensive chasseur model, le noteworthy canister flak système is effective against both incoming missile swarms and le lightly-armored hulls of enemy fighters. Twin light autocannons round out combat potential, making larger enemy ships think twice before attacking le Sarissa's mothership.",,,,
gladius,SHIP,"Fast, deadly and well-armored, le Gladius excels at improving both le firepower and survivability of interceptor groups. However, when facing durable opponents, le small number of craft in un wing begins to tell.",,,,
mining_drone,SHIP,"Sturdy and uncrewed, le Mining Pod can provide un bit of un distraction and un bit of fire soutien, and not much else. Incapable of operating away from le mothership.",,,,
longbow,SHIP,"Fast and equipped with un bouclier générateur, le Longbow's job is to déployer its kinetic Sabot missile from portée and return to le porte-vaisseaux to rearm. Most effective when its bouclier-breaking kinetic dégâts is combined with that of heavier dégâts-dealers.",,,,
trident,SHIP,"Equipped with dual Atropos-class torpedoes and un top-notch bouclier générateur, le Trident is perhaps le most feared of all bombers. Its effectiveness is somewhat limited by its low top vitesse and demanding logistical profile.",,,,
piranha,SHIP,"le Piranha deploys unpowered conventional bombs en masse, relying on momentum to deliver le payloads. le maximum dégâts potential is extreme, but most targets can either avoid or shoot down many of le bombs.",,,,
broadsword,SHIP,"Tough and agile, le Broadsword carries un decoy flare launcher that draws defensive fire away from high-value targets like bombers and their payloads. However, it can falter if faced with le need to deal le killing blow itself.",,,,
xyphos,SHIP,"Heavily shielded and armed with long portée weapons, le Xyphos is highly effective in un close soutien role. Its reliance on ciblage and navigation feeds from larger ships mean it's incapable of operating independently.",,,,
wasp,SHIP,"Fast and nimble, Wasp drones typically outnumber and easily swarm enemy chasseur formations while their Stinger mines prevent stragglers from getting through. Faced with point-défense weaponry, their fragility begins to tell, but le lack of un pilot on board means losses are more easily absorbed.",,,,
dagger,SHIP,"Armed with un highly damaging torpedo, le Dagger is fragile but equipped with un bouclier générateur that usually enables it to get within launch portée. However, even un large torpedo barrage is unlikely to get through concentrated point-défense fire without un distraction.",,,,
talon,SHIP,"Fast and cheap, le Talon sports surprising firepower and is capable of dispatching enemy fighters. It can also deal appreciable dégâts to larger ships when used en masse, though such use usually results in heavy pilot losses.",,,,
hoplon,SHIP,"le Khopesh can deliver an accurate and devastating rocket barrage to its target. Safer and more reliable in dealing its dégâts than other bombers, it also doesn't boast quite le same dégâts potential.",,,,
